original_path,final_path
Afzelia quanzensis/sub_028/147_1.png,train/Afzelia quanzensis/147_1.png
Dalbergia oliveri/sub_009/Dalbergia oliveri_3237.3_ (25).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.3_ (25).png
Sindora tonkinensis/sub_068/3381. Sindora tonkinensis.10 (316).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.10 (316).png
Pterocarpus soyauxii/sub_092/132_1.png,train/Pterocarpus soyauxii/132_1__21cac607.png
Guibourtia ehie/sub_039/Guibourtia ehie_QAMZ768_7_(260).png,train/Guibourtia ehie/Guibourtia ehie_QAMZ768_7_(260).png
Pterocarpus soyauxii/sub_038/117_1.png,train/Pterocarpus soyauxii/117_1.png
Sindora tonkinensis/sub_016/3381. Sindora tonkinensis.8 (249).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.8 (249).png
Pterocarpus erinaceus/sub_028/3403. Pterocarpus erinaceus.9 (272).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.9 (272).png
Sindora tonkinensis/sub_065/3381. Sindora tonkinensis.8 (230).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.8 (230).png
Pterocarpus soyauxii/sub_019/171.png,train/Pterocarpus soyauxii/171.png
Pterocarpus indicus/sub_003/3395. Pterocarpus indicus.6 (184).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.6 (184).png
Dalbergia tonkinensis/sub_013/3353. Dalbergia tonkinensis.4.(121).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4.(121).png
Dalbergia tonkinensis/sub_045/3353. Dalbergia tonkinensis.9.(289).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9.(289).png
Dalbergia oliveri/sub_002/Dalbergia oliveri_3237.8_ (10).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.8_ (10).png
Sindora cochinchinensis/sub_052/gụ77_1.png,train/Sindora cochinchinensis/gụ77_1.png
Guibourtia coleosperma/sub_012/Guibourtia coleosperma_3253.2 (6).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.2 (6).png
Peltogyne pubescens/sub_062/3377. Peltogyne pubescens.7 (229).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.7 (229).png
Afzelia pachyloba/sub_047/5.3_1.png,train/Afzelia pachyloba/5.3_1__48f3ad4a.png
Sindora cochinchinensis/sub_046/gụ74_1.png,train/Sindora cochinchinensis/gụ74_1__02925b6a.png
Pterocarpus erinaceus/sub_043/3403. Pterocarpus erinaceus.6 (195).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.6 (195).png
Afzelia bella/sub_082/Afzelia bella_QUAV174_(291).png,train/Afzelia bella/Afzelia bella_QUAV174_(291).png
Dalbergia rimosa/sub_033/3414. Dalbergia rimosa.3 (64).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.3 (64).png
Pterocarpus macrocarpus/sub_005/10_2.png,train/Pterocarpus macrocarpus/10_2__103984f2.png
Guibourtia arnoldiana/sub_026/3411. Guibourtia arnoldiana.4 (118).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.4 (118).png
Sindora cochinchinensis/sub_017/gụ23_1.png,train/Sindora cochinchinensis/gụ23_1.png
Afzelia bella/sub_038/Afzelia bella_WJSV740_10_36126.png,train/Afzelia bella/Afzelia bella_WJSV740_10_36126.png
Guibourtia ehie/sub_058/Guibourtia ehie_UORX694_10_(378).png,train/Guibourtia ehie/Guibourtia ehie_UORX694_10_(378).png
Guibourtia coleosperma/sub_061/Guibourtia coleosperma_3253.9 (31).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.9 (31).png
Pterocarpus soyauxii/sub_076/139_1_1.png,train/Pterocarpus soyauxii/139_1_1.png
Dalbergia tonkinensis/sub_052/3353. Dalbergia tonkinensis.8.(239).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8.(239).png
Dalbergia melanoxylon/sub_010/3352. Dalbergia melanoxylon.1.(28).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.1.(28).png
Afzelia quanzensis/sub_069/130_1.png,train/Afzelia quanzensis/130_1__1b366fb9.png
Afzelia pachyloba/sub_018/4.1.png,train/Afzelia pachyloba/4.1.png
Pterocarpus sp/sub_054/157_3.png,train/Pterocarpus sp/157_3.png
Pterocarpus soyauxii/sub_007/111_2.png,train/Pterocarpus soyauxii/111_2.png
Guibourtia ehie/sub_032/Guibourtia ehie_GHQN943_3_(85).png,train/Guibourtia ehie/Guibourtia ehie_GHQN943_3_(85).png
Dalbergia melanoxylon/sub_013/3352. Dalbergia melanoxylon.4.(110).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.4.(110).png
Sindora cochinchinensis/sub_082/gụ74.png,train/Sindora cochinchinensis/gụ74.png
Sindora tonkinensis/sub_023/3381. Sindora tonkinensis.10 (327).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.10 (327).png
Sindora cochinchinensis/sub_002/gụ32.png,train/Sindora cochinchinensis/gụ32__04eb64d1.png
Dalbergia oliveri/sub_026/Dalbergia oliveri_3237.5_ (21).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.5_ (21).png
Dalbergia tonkinensis/sub_001/3353. Dalbergia tonkinensis.10.(315).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10.(315).png
Dalbergia cochinchinensis/sub_034/Dalbergia cochinchinensis.3280.5 (21).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.5 (21).png
Dalbergia cochinchinensis/sub_034/Dalbergia cochinchinensis.3280.8 (14).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.8 (14).png
Pterocarpus sp/sub_001/139_3.png,train/Pterocarpus sp/139_3.png
Pterocarpus sp/sub_043/128_3.png,train/Pterocarpus sp/128_3.png
Guibourtia arnoldiana/sub_042/3411. Guibourtia arnoldiana.3 (75).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.3 (75).png
Pterocarpus soyauxii/sub_034/127.png,train/Pterocarpus soyauxii/127.png
Pterocarpus indicus/sub_004/3395. Pterocarpus indicus.1 (18).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.1 (18).png
Dalbergia rimosa/sub_013/3414. Dalbergia rimosa.9 (258).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.9 (258).png
Dalbergia oliveri/sub_073/Dalbergia oliveri_3237.6_ (15).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.6_ (15).png
Pterocarpus sp/sub_001/121.png,train/Pterocarpus sp/121.png
Sindora cochinchinensis/sub_009/gụ47.png,train/Sindora cochinchinensis/gụ47__f488ab94.png
Afzelia africana/sub_053/doussie31_1.png,train/Afzelia africana/doussie31_1.png
Dalbergia cochinchinensis/sub_019/Dalbergia cochinchinensis.3280.6 (30).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.6 (30).png
Guibourtia coleosperma/sub_047/Guibourtia coleosperma_3253.11 (11).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.11 (11).png
Afzelia africana/sub_057/doussie26_2.png,train/Afzelia africana/doussie26_2.png
Pterocarpus indicus/sub_037/3395. Pterocarpus indicus.6 (183).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.6 (183).png
Peltogyne pubescens/sub_061/3377. Peltogyne pubescens.9 (315).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.9 (315).png
Sindora cochinchinensis/sub_028/gụ102.png,train/Sindora cochinchinensis/gụ102.png
Dalbergia rimosa/sub_037/3414. Dalbergia rimosa.7 (203).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.7 (203).png
Pterocarpus erinaceus/sub_020/3403. Pterocarpus erinaceus.1(15).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.1(15).png
Pterocarpus erinaceus/sub_050/3403. Pterocarpus erinaceus.1(19).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.1(19).png
Dalbergia cochinchinensis/sub_007/Dalbergia cochinchinensis.3280.3 (18).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.3 (18).png
Dalbergia tonkinensis/sub_052/3353. Dalbergia tonkinensis.8.(244).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8.(244).png
Pterocarpus soyauxii/sub_070/140_2.png,train/Pterocarpus soyauxii/140_2.png
Sindora tonkinensis/sub_042/3381. Sindora tonkinensis.10 (308).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.10 (308).png
Dalbergia melanoxylon/sub_032/3352. Dalbergia melanoxylon.5.(148).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.5.(148).png
Pterocarpus soyauxii/sub_017/11_1.png,train/Pterocarpus soyauxii/11_1.png
Peltogyne pubescens/sub_038/3377. Peltogyne pubescens.10 (349).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.10 (349).png
Dalbergia cochinchinensis/sub_006/Dalbergia cochinchinensis.3280.3 (2).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.3 (2).png
Pterocarpus soyauxii/sub_048/141_1.png,train/Pterocarpus soyauxii/141_1.png
Sindora cochinchinensis/sub_013/gụ53_2.png,train/Sindora cochinchinensis/gụ53_2.png
Pterocarpus sp/sub_020/14_1_1.png,train/Pterocarpus sp/14_1_1.png
Pterocarpus sp/sub_036/113.png,train/Pterocarpus sp/113__dfacd2bd.png
Afzelia pachyloba/sub_040/4.4_3.png,train/Afzelia pachyloba/4.4_3.png
Afzelia quanzensis/sub_005/142_4.png,train/Afzelia quanzensis/142_4.png
Dalbergia oliveri/sub_064/Dalbergia oliveri_3237.7_ (3).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (3).png
Pterocarpus soyauxii/sub_026/129_1.png,train/Pterocarpus soyauxii/129_1__81be51a3.png
Sindora cochinchinensis/sub_029/gụ2.png,train/Sindora cochinchinensis/gụ2.png
Guibourtia ehie/sub_061/Guibourtia ehie_SXGM640_8_(310).png,train/Guibourtia ehie/Guibourtia ehie_SXGM640_8_(310).png
Pterocarpus erinaceus/sub_051/3403. Pterocarpus erinaceus.1(27).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.1(27).png
Guibourtia arnoldiana/sub_054/3411. Guibourtia arnoldiana.3 (89).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.3 (89).png
Pterocarpus erinaceus/sub_034/3403. Pterocarpus erinaceus.2 (52).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.2 (52).png
Sindora cochinchinensis/sub_054/gụ52.png,train/Sindora cochinchinensis/gụ52__9da0395a.png
Dalbergia cochinchinensis/sub_014/Dalbergia cochinchinensis.3280.9 (29).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.9 (29).png
Pterocarpus soyauxii/sub_038/113_1.png,train/Pterocarpus soyauxii/113_1.png
Dalbergia cochinchinensis/sub_031/Dalbergia cochinchinensis.3280.1 (15).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.1 (15).png
Guibourtia ehie/sub_061/Guibourtia ehie_PRQC042_5_(198).png,train/Guibourtia ehie/Guibourtia ehie_PRQC042_5_(198).png
Guibourtia ehie/sub_004/Guibourtia ehie_PRQC042_5_(173).png,train/Guibourtia ehie/Guibourtia ehie_PRQC042_5_(173).png
Dalbergia cochinchinensis/sub_009/Dalbergia cochinchinensis.3280.7 (8).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.7 (8).png
Pterocarpus soyauxii/sub_044/124_2_1.png,train/Pterocarpus soyauxii/124_2_1.png
Pterocarpus soyauxii/sub_001/150.png,train/Pterocarpus soyauxii/150__447a0492.png
Afzelia quanzensis/sub_007/143.png,train/Afzelia quanzensis/143__ca5ffb3d.png
Pterocarpus soyauxii/sub_012/119.png,train/Pterocarpus soyauxii/119__f597839c.png
Afzelia quanzensis/sub_060/144_2.png,train/Afzelia quanzensis/144_2.png
Afzelia quanzensis/sub_038/157.png,train/Afzelia quanzensis/157.png
Guibourtia coleosperma/sub_047/Guibourtia coleosperma_3253.1 (19).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.1 (19).png
Guibourtia coleosperma/sub_001/Guibourtia coleosperma_3253.8 (4).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.8 (4).png
Pterocarpus macrocarpus/sub_012/11_2.png,train/Pterocarpus macrocarpus/11_2.png
Afzelia pachyloba/sub_019/3.2_1.png,train/Afzelia pachyloba/3.2_1.png
Afzelia africana/sub_057/doussie24_1_1.png,train/Afzelia africana/doussie24_1_1.png
Peltogyne pubescens/sub_035/3377. Peltogyne pubescens.1 (11).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.1 (11).png
Dalbergia cochinchinensis/sub_006/Dalbergia cochinchinensis.3280.7 (14).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.7 (14).png
Guibourtia ehie/sub_080/Guibourtia ehie_PRQC042_5_(194).png,train/Guibourtia ehie/Guibourtia ehie_PRQC042_5_(194).png
Dalbergia cochinchinensis/sub_022/Dalbergia cochinchinensis.3280.5 (2).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.5 (2).png
Pterocarpus macrocarpus/sub_040/15_4.png,train/Pterocarpus macrocarpus/15_4.png
Pterocarpus macrocarpus/sub_078/135.png,train/Pterocarpus macrocarpus/135__0a6252fc.png
Guibourtia coleosperma/sub_021/Guibourtia coleosperma_3253.7 (7).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.7 (7).png
Pterocarpus macrocarpus/sub_045/110_5.png,train/Pterocarpus macrocarpus/110_5.png
Dalbergia oliveri/sub_010/Dalbergia oliveri_3237.6_ (7).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.6_ (7).png
Afzelia pachyloba/sub_014/4.2_2.png,train/Afzelia pachyloba/4.2_2.png
Pterocarpus sp/sub_089/135_2.png,train/Pterocarpus sp/135_2.png
Pterocarpus erinaceus/sub_015/3403. Pterocarpus erinaceus.2 (51).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.2 (51).png
Dalbergia melanoxylon/sub_017/3352. Dalbergia melanoxylon.10.(281).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.10.(281).png
Afzelia bella/sub_033/Afzelia bella_QUAV174_(297).png,train/Afzelia bella/Afzelia bella_QUAV174_(297).png
Dalbergia cochinchinensis/sub_005/Dalbergia cochinchinensis.3280.10 (33).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.10 (33).png
Guibourtia arnoldiana/sub_007/3411. Guibourtia arnoldiana.10 (322).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.10 (322).png
Dalbergia oliveri/sub_034/Dalbergia oliveri_3237.2_ (13).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.2_ (13).png
Guibourtia coleosperma/sub_046/Guibourtia coleosperma_3253.3 (15).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.3 (15).png
Afzelia quanzensis/sub_004/141_2.png,train/Afzelia quanzensis/141_2.png
Dalbergia oliveri/sub_045/Dalbergia oliveri_3237.7_ (32).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (32).png
Dalbergia cochinchinensis/sub_005/Dalbergia cochinchinensis.3280.9 (2).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.9 (2).png
Pterocarpus indicus/sub_001/3395. Pterocarpus indicus.8 (235).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.8 (235).png
Pterocarpus indicus/sub_022/3395. Pterocarpus indicus.8 (247).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.8 (247).png
Afzelia quanzensis/sub_013/14_4.png,train/Afzelia quanzensis/14_4.png
Pterocarpus macrocarpus/sub_013/148_1.png,train/Pterocarpus macrocarpus/148_1__c8963884.png
Guibourtia ehie/sub_022/Guibourtia ehie_KREW954_4_(138).png,train/Guibourtia ehie/Guibourtia ehie_KREW954_4_(138).png
Dalbergia oliveri/sub_012/Dalbergia oliveri_3237.9_ (12).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.9_ (12).png
Dalbergia cochinchinensis/sub_018/Dalbergia cochinchinensis.3280.5 (30).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.5 (30).png
Afzelia quanzensis/sub_009/124_1.png,train/Afzelia quanzensis/124_1.png
Guibourtia ehie/sub_015/Guibourtia ehie_QAMZ768_7_(253).png,train/Guibourtia ehie/Guibourtia ehie_QAMZ768_7_(253).png
Peltogyne pubescens/sub_054/3377. Peltogyne pubescens.1 (24).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.1 (24).png
Afzelia bella/sub_046/Afzelia bella_LYSV052_(167).png,train/Afzelia bella/Afzelia bella_LYSV052_(167).png
Pterocarpus sp/sub_062/163.png,train/Pterocarpus sp/163__b36c6e67.png
Pterocarpus macrocarpus/sub_039/128_2.png,train/Pterocarpus macrocarpus/128_2.png
Afzelia bella/sub_063/Afzelia bella_GCJA653_(114).png,train/Afzelia bella/Afzelia bella_GCJA653_(114).png
Guibourtia arnoldiana/sub_016/3411. Guibourtia arnoldiana.9 (273).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.9 (273).png
Pterocarpus sp/sub_096/19_2.png,train/Pterocarpus sp/19_2.png
Pterocarpus soyauxii/sub_050/124_1.png,train/Pterocarpus soyauxii/124_1.png
Dalbergia tonkinensis/sub_002/3353. Dalbergia tonkinensis.8.(256).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8.(256).png
Pterocarpus sp/sub_001/150_3.png,train/Pterocarpus sp/150_3.png
Dalbergia rimosa/sub_032/3414. Dalbergia rimosa.4 (119).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.4 (119).png
Dalbergia oliveri/sub_034/Dalbergia oliveri_3237.7_ (33).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (33).png
Guibourtia arnoldiana/sub_019/3411. Guibourtia arnoldiana.5 (154).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.5 (154).png
Afzelia bella/sub_021/Afzelia bella_FFCA657_9_32134.png,train/Afzelia bella/Afzelia bella_FFCA657_9_32134.png
Dalbergia rimosa/sub_032/3414. Dalbergia rimosa.5 (146).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.5 (146).png
Guibourtia arnoldiana/sub_022/3411. Guibourtia arnoldiana.10 (298).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.10 (298).png
Afzelia quanzensis/sub_083/149_1.png,train/Afzelia quanzensis/149_1__ac9f84d3.png
Guibourtia ehie/sub_052/Guibourtia ehie_PRQC042_5_(168).png,train/Guibourtia ehie/Guibourtia ehie_PRQC042_5_(168).png
Guibourtia arnoldiana/sub_046/3411. Guibourtia arnoldiana.9 (269).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.9 (269).png
Pterocarpus sp/sub_007/111_4.png,train/Pterocarpus sp/111_4.png
Guibourtia ehie/sub_015/Guibourtia ehie_CHYX256_1_(29).png,train/Guibourtia ehie/Guibourtia ehie_CHYX256_1_(29).png
Peltogyne pubescens/sub_027/3377. Peltogyne pubescens.3 (88).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.3 (88).png
Afzelia bella/sub_008/Afzelia bella_GCJA653_(87).png,train/Afzelia bella/Afzelia bella_GCJA653_(87).png
Guibourtia ehie/sub_036/Guibourtia ehie_PRQC042_5_(165).png,train/Guibourtia ehie/Guibourtia ehie_PRQC042_5_(165).png
Dalbergia melanoxylon/sub_024/3352. Dalbergia melanoxylon.7.(204).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.7.(204).png
Sindora cochinchinensis/sub_042/gụ47_1.png,train/Sindora cochinchinensis/gụ47_1__a1ea1023.png
Sindora cochinchinensis/sub_051/gụ19.png,train/Sindora cochinchinensis/gụ19.png
Afzelia quanzensis/sub_015/153_1.png,train/Afzelia quanzensis/153_1.png
Sindora tonkinensis/sub_019/3381. Sindora tonkinensis.9 (290).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.9 (290).png
Pterocarpus soyauxii/sub_003/120_1.png,train/Pterocarpus soyauxii/120_1__763f8b04.png
Sindora cochinchinensis/sub_074/gụ38_2.png,train/Sindora cochinchinensis/gụ38_2.png
Pterocarpus soyauxii/sub_031/1121_1.png,train/Pterocarpus soyauxii/1121_1.png
Sindora cochinchinensis/sub_005/gụ105.png,train/Sindora cochinchinensis/gụ105.png
Pterocarpus soyauxii/sub_063/179.png,train/Pterocarpus soyauxii/179.png
Dalbergia melanoxylon/sub_003/3352. Dalbergia melanoxylon.5.(138).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.5.(138).png
Dalbergia tonkinensis/sub_015/3353. Dalbergia tonkinensis.7.(205).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7.(205).png
Guibourtia ehie/sub_005/Guibourtia ehie_TLYO895_9_(341).png,train/Guibourtia ehie/Guibourtia ehie_TLYO895_9_(341).png
Pterocarpus soyauxii/sub_090/15_1.png,train/Pterocarpus soyauxii/15_1.png
Peltogyne pubescens/sub_011/3377. Peltogyne pubescens.3 (82).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.3 (82).png
Dalbergia tonkinensis/sub_010/3353. Dalbergia tonkinensis.6.(170).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6.(170).png
Peltogyne pubescens/sub_005/3377. Peltogyne pubescens.2 (74).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.2 (74).png
Guibourtia ehie/sub_018/Guibourtia ehie_PVFM153_6_(218).png,train/Guibourtia ehie/Guibourtia ehie_PVFM153_6_(218).png
Guibourtia ehie/sub_043/Guibourtia ehie_GHQN943_3_(101).png,train/Guibourtia ehie/Guibourtia ehie_GHQN943_3_(101).png
Guibourtia coleosperma/sub_025/Guibourtia coleosperma_3253.4 (27).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.4 (27).png
Pterocarpus indicus/sub_056/3395. Pterocarpus indicus.6 (187).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.6 (187).png
Guibourtia ehie/sub_034/Guibourtia ehie_PRQC042_5_(188).png,train/Guibourtia ehie/Guibourtia ehie_PRQC042_5_(188).png
Pterocarpus indicus/sub_013/3395. Pterocarpus indicus.7 (216).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.7 (216).png
Pterocarpus macrocarpus/sub_089/12_1.png,train/Pterocarpus macrocarpus/12_1__b740437f.png
Dalbergia oliveri/sub_058/Dalbergia oliveri_3237.8_ (20).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.8_ (20).png
Pterocarpus macrocarpus/sub_073/111_2.png,train/Pterocarpus macrocarpus/111_2.png
Pterocarpus macrocarpus/sub_045/126_5.png,train/Pterocarpus macrocarpus/126_5.png
Pterocarpus sp/sub_044/114_3.png,train/Pterocarpus sp/114_3.png
Guibourtia arnoldiana/sub_007/3411. Guibourtia arnoldiana.10 (307).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.10 (307).png
Dalbergia tonkinensis/sub_047/3353. Dalbergia tonkinensis.9.(291).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9.(291).png
Pterocarpus indicus/sub_007/3395. Pterocarpus indicus.5 (140).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.5 (140).png
Dalbergia rimosa/sub_012/3414. Dalbergia rimosa.1(12).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.1(12).png
Dalbergia oliveri/sub_012/Dalbergia oliveri_3237.5_ (12).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.5_ (12).png
Pterocarpus sp/sub_005/141_3.png,train/Pterocarpus sp/141_3.png
Guibourtia coleosperma/sub_057/Guibourtia coleosperma_3253.2 (19).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.2 (19).png
Guibourtia ehie/sub_010/Guibourtia ehie_CHYX256_1_(36).png,train/Guibourtia ehie/Guibourtia ehie_CHYX256_1_(36).png
Pterocarpus sp/sub_078/11_2.png,train/Pterocarpus sp/11_2.png
Guibourtia coleosperma/sub_041/Guibourtia coleosperma_3253.2 (23).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.2 (23).png
Pterocarpus sp/sub_087/130_1.png,train/Pterocarpus sp/130_1__18737068.png
Pterocarpus erinaceus/sub_005/3403. Pterocarpus erinaceus.9 (302).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.9 (302).png
Dalbergia melanoxylon/sub_001/3352. Dalbergia melanoxylon.10.(263).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.10.(263).png
Pterocarpus sp/sub_023/126_3.png,train/Pterocarpus sp/126_3.png
Dalbergia cochinchinensis/sub_007/Dalbergia cochinchinensis.3280.7 (9).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.7 (9).png
Dalbergia cochinchinensis/sub_025/Dalbergia cochinchinensis.3280.10 (27).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.10 (27).png
Pterocarpus erinaceus/sub_006/3403. Pterocarpus erinaceus.6 (198).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.6 (198).png
Dalbergia tonkinensis/sub_024/3353. Dalbergia tonkinensis.1.(7).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1.(7).png
Afzelia africana/sub_026/doussie15_1.png,train/Afzelia africana/doussie15_1.png
Afzelia pachyloba/sub_002/4.4_2.png,train/Afzelia pachyloba/4.4_2.png
Dalbergia cochinchinensis/sub_021/Dalbergia cochinchinensis.3280.3 (29).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.3 (29).png
Pterocarpus soyauxii/sub_009/133_1.png,train/Pterocarpus soyauxii/133_1__38a5c8c7.png
Dalbergia melanoxylon/sub_018/3352. Dalbergia melanoxylon.10.(266).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.10.(266).png
Dalbergia oliveri/sub_015/Dalbergia oliveri_3237.2_ (32).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.2_ (32).png
Guibourtia coleosperma/sub_050/Guibourtia coleosperma_3253.1 (14).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.1 (14).png
Afzelia africana/sub_026/doussie40_1_1.png,train/Afzelia africana/doussie40_1_1.png
Dalbergia cochinchinensis/sub_007/Dalbergia cochinchinensis.3280.10 (26).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.10 (26).png
Pterocarpus indicus/sub_004/3395. Pterocarpus indicus.6 (164).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.6 (164).png
Dalbergia cochinchinensis/sub_066/Dalbergia cochinchinensis.3280.1 (5).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.1 (5).png
Pterocarpus soyauxii/sub_034/118_3.png,train/Pterocarpus soyauxii/118_3.png
Pterocarpus soyauxii/sub_001/195.png,train/Pterocarpus soyauxii/195__365b8563.png
Dalbergia oliveri/sub_005/Dalbergia oliveri_3237.7_ (16).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (16).png
Pterocarpus soyauxii/sub_003/116_1_1.png,train/Pterocarpus soyauxii/116_1_1.png
Dalbergia rimosa/sub_062/3414. Dalbergia rimosa.10 (292).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.10 (292).png
Afzelia africana/sub_026/doussie45_1.png,train/Afzelia africana/doussie45_1.png
Dalbergia rimosa/sub_015/3414. Dalbergia rimosa.1(30).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.1(30).png
Pterocarpus macrocarpus/sub_054/112_1.png,train/Pterocarpus macrocarpus/112_1__6ed264cb.png
