path,label,genus,species,subfolder
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.4/3414. Dalbergia rimosa.4 (120).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.9/3414. Dalbergia rimosa.9 (265).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.6/3414. Dalbergia rimosa.6 (155).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.8/3414. Dalbergia rimosa.8 (230).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.9/3414. Dalbergia rimosa.9 (246).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.4/3414. Dalbergia rimosa.4 (107).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.2/3414. Dalbergia rimosa.2 (46).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.5/3414. Dalbergia rimosa.5 (148).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.2/3414. Dalbergia rimosa.2 (32).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.8/3414. Dalbergia rimosa.8 (233).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.7/3414. Dalbergia rimosa.7 (209).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.8/3414. Dalbergia rimosa.8 (228).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.8/3414. Dalbergia rimosa.8 (220).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.9/3414. Dalbergia rimosa.9 (266).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.9/3414. Dalbergia rimosa.9 (255).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.7/3414. Dalbergia rimosa.7 (195).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.2/3414. Dalbergia rimosa.2 (45).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.2/3414. Dalbergia rimosa.2 (50).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.4/3414. Dalbergia rimosa.4 (101).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.10/3414. Dalbergia rimosa.10 (292).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.2/3414. Dalbergia rimosa.2 (51).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.8/3414. Dalbergia rimosa.8 (232).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.7/3414. Dalbergia rimosa.7 (206).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.9/3414. Dalbergia rimosa.9 (256).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.8/3414. Dalbergia rimosa.8 (215).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.8/3414. Dalbergia rimosa.8 (229).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.6/3414. Dalbergia rimosa.6 (153).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.2/3414. Dalbergia rimosa.2 (47).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.7/3414. Dalbergia rimosa.7 (204).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.9/3414. Dalbergia rimosa.9 (261).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.10/3414. Dalbergia rimosa.10 (271).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.2/3414. Dalbergia rimosa.2 (57).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.6/3414. Dalbergia rimosa.6 (173).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.6/3414. Dalbergia rimosa.6 (171).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.7/3414. Dalbergia rimosa.7 (210).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.5/3414. Dalbergia rimosa.5 (128).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.5/3414. Dalbergia rimosa.5 (137).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.5/3414. Dalbergia rimosa.5 (126).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.4/3414. Dalbergia rimosa.4 (102).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.8/3414. Dalbergia rimosa.8 (221).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.4/3414. Dalbergia rimosa.4 (113).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.9/3414. Dalbergia rimosa.9 (269).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.9/3414. Dalbergia rimosa.9 (268).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.6/3414. Dalbergia rimosa.6 (175).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.9/3414. Dalbergia rimosa.9 (248).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.10/3414. Dalbergia rimosa.10 (296).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.8/3414. Dalbergia rimosa.8 (224).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.4/3414. Dalbergia rimosa.4 (96).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.5/3414. Dalbergia rimosa.5 (141).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.10/3414. Dalbergia rimosa.10 (290).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.5/3414. Dalbergia rimosa.5 (150).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.7/3414. Dalbergia rimosa.7 (187).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia rimosa/3414. Dalbergia rimosa.5/3414. Dalbergia rimosa.5 (131).png,Dalbergia rimosa,Dalbergia,rimosa,3414. Dalbergia rimosa.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(59).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(204).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(62).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(270).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(129).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(111).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(96).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(213).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(2).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(287).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(195).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(240).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(266).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(50).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(235).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(100).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(219).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(217).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(40).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(272).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(29).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(11).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(14).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(296).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(207).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(101).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(7).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(169).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(171).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(121).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(203).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(114).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(186).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(265).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(26).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(223).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(276).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(298).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(311).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(170).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(46).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(259).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(257).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(13).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(120).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(167).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(174).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(228).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(8).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(215).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(237).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(25).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(48).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(193).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(56).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(43).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(273).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
